Index,Listed Stocks,Industry,Sub-Industry,Assets,Liabilities,Equity,Operating Profit,BV,DER,Year
GDST,,,,971,496,474,-273.00,58.00,1.05,2009
INAI,,,,470,407,64,38.00,403.00,6.38,2009
ITMA,,,,14,5,9,-4.00,256.00,0.59,2009
JKSW,,,,271,683,-412,11.00,-2745.00,-1.66,2009
JPRS,,,,354,82,272,20.00,362.00,0.30,2009
LION,,,,271,44,228,44.00,4379.00,0.19,2009
LMSH,,,,73,33,40,4.00,4138.00,0.83,2009
PICO,,,,543,379,164,54.00,288.00,2.32,2009
NIKL,,,,608,181,427,67.00,169.00,0.42,2009
TBMS,,,,996,867,129,22.00,7024.00,6.72,2009
BRPT,,,,16375,7574,6467,1122.00,927.00,1.17,2009
BUDI,,,,1599,816,744,154.00,198.00,1.10,2009
DPNS,,,,143,28,108,7.00,326.00,0.26,2009
EKAD,,,,165,76,70,26.00,124.00,1.10,2009
ETWA,,,,536,271,264,12.00,273.00,1.03,2009
SRSN,,,,414,195,218,44.00,36.00,0.89,2009
INCI,,,,158,9,149,4.00,823.00,0.06,2009
SOBI,,,,1263,522,673,286.00,743.00,0.78,2009
TPIA,,,,2748,962,1786,783.00,2452.00,0.54,2009
UNIC,,,,2251,1000,1232,39.00,3214.00,0.81,2009
AKKU,,,,32,13,20,-5.00,85.00,0.67,2009
AKPI,,,,1588,756,776,189.00,1141.00,0.98,2009
APLI,,,,302,147,156,35.00,120.00,0.94,2009
BRNA,,,,507,306,180,49.00,1302.00,1.70,2009
DYNA,,,,1291,725,439,139.00,1396.00,1.65,2009
IGAR,,,,318,61,207,41.00,197.00,0.29,2009
SIAP,,,,147,54,74,14.00,123.00,0.73,2009
SIMA,,,,53,33,20,-16.00,219.00,1.64,2009
FPNI,,,,3121,1580,1541,361.00,277.00,1.02,2009
TRST,,,,1922,777,1145,163.00,408.00,0.68,2009
YPAS,,,,191,67,124,31.00,185.00,0.55,2009
CPIN,,,,5349,2398,2933,2057.00,893.00,0.82,2009
JPFA,,,,6070,3700,2102,1376.00,1014.00,1.76,2009
MAIN,,,,885,767,121,132.00,356.00,6.35,2009
SIPD,,,,1641,462,1179,73.00,126.00,0.39,2009
SULI,,,,2010,1735,221,-201.00,179.00,7.85,2009
TIRT,,,,628,485,143,1.00,142.00,3.38,2009
FASW,,,,3671,2087,1585,425.00,639.00,1.32,2009
INKP,,,,54839,36048,18789,-41.00,3434.00,1.92,2009
KBRI,,,,1099,573,524,-35.00,136.00,1.09,2009
SPMA,,,,1433,744,689,64.00,462.00,1.08,2009
SAIP,,,,2414,3225,-811,-50.00,-235.00,-3.98,2009
TKIM,,,,22241,16111,6129,1130.00,4589.00,2.63,2009
INRU,,,,2798,1613,1186,-67.00,863.00,1.36,2009
SQMI,,,,27,14,13,-1.90,43.00,1.07,2009
ASII,,,,88938,40006,39894,12756.00,9854.00,1.00,2009
AUTO,,,,4645,1262,3209,420.00,4161.00,0.39,2009
GJTL,,,,8877,6206,2671,1145.00,766.00,2.32,2009
GDYR,,,,1128,712,415,128.00,10131.00,1.71,2009
BRAM,,,,1350,225,982,154.00,2182.00,0.23,2009
IMAS,,,,5093,4442,437,130.00,439.00,10.16,2009
INDS,,,,621,455,166,25.00,4415.00,2.75,2009
LPIN,,,,138,45,93,7.00,4368.00,0.49,2009
MASA,,,,2536,1076,1460,231.00,239.00,0.74,2009
NIPS,,,,314,187,127,7.00,6350.00,1.48,2009
PRAS,,,,421,342,79,-6.00,134.00,4.36,2009
SMSM,,,,942,398,498,190.00,346.00,0.80,2009
MYTX,,,,1803,1721,23,-64.00,16.00,75.61,2009
ARGO,,,,1461,1424,37,-127.00,109.00,38.79,2009
CNTX,,,,348,317,31,-34.00,8793.00,10.30,2009
CNTB,,,,348,317,31,-34.00,4735.00,10.30,2009
DOID,,,,6571,6370,193,1236.00,28.00,33.04,2009
ERTX,,,,98,256,-158,-33.00,-1612.00,-1.62,2009
ESTI,,,,519,262,257,2.00,127.00,1.02,2009
MYRX,,,,1,147,-146,-1.00,-28.00,-1.01,2009
MYRXP,,,,1,147,-146,-1.00,-130.00,-1.01,2009
INDR,,,,5141,2733,2408,39.00,3680.00,1.14,2009
KARW,,,,102,191,-89,-19.00,-151.00,-2.15,2009
UNIT,,,,310,74,128,4.00,1697.00,0.58,2009
PBRX,,,,820,688,132,45.00,295.00,5.23,2009
PAFI,,,,464,501,-38,-65.00,-23.00,-13.31,2009
HDTX,,,,1090,542,547,1.50,357.00,0.99,2009
ADMG,,,,3720,2630,1090,-25.00,280.00,2.41,2009
POLY,,,,4570,12450,-7880,-314.00,-3315.00,-1.58,2009
RICY,,,,600,272,324,8.00,506.00,0.84,2009
RDTX,,,,651,117,534,111.00,1986.00,0.22,2009
SSTM,,,,877,564,313,7.00,268.00,1.80,2009
TFCO,,,,1752,1909,-157,-109.00,-53.00,-12.14,2009
UNTX,,,,144,282,-138,-10.00,-17137.00,-2.04,2009
BIMA,,,,95,297,-202,16.00,-2349.00,-1.47,2009
BATA,,,,417,115,301,75.00,23180.00,0.38,2009
SIMM,,,,60,87,-27,-8.00,-27.00,-3.18,2009
KBLI,,,,491,261,230,34.00,57.00,1.14,2009
JECC,,,,587,485,103,23.00,678.00,4.73,2009
KBLM,,,,355,131,223,8.00,199.00,0.59,2009
SCCO,,,,1043,664,375,28.00,1824.00,1.77,2009
IKBI,,,,562,70,492,84.00,1608.00,0.14,2009
VOKS,,,,1238,862,375,82.00,452.00,2.30,2009
PTSN,,,,900,433,467,-39.00,264.00,0.93,2009
ADES,,,,178,110,68,5.00,116.00,1.61,2009
AQUA,,,,1147,481,657,127.00,49908.00,0.73,2009
CEKA,,,,568,267,302,93.00,1013.00,0.89,2009
DAVO,,,,2806,2359,447,-1058.00,36.00,5.28,2009
DLTA,,,,760,161,590,161.00,36859.00,0.27,2009
INDF,,,,40383,24887,10155,5004.00,1157.00,2.45,2009
MYOR,,,,3246,1623,1582,613.00,2063.00,1.03,2009
MLBI,,,,993,888,105,513.00,4993.00,8.44,2009
PSDN,,,,354,181,125,43.00,87.00,1.44,2009
SKLT,,,,196,83,113,2.00,164.00,0.73,2009
STTP,,,,549,144,405,40.00,309.00,0.36,2009
AISA,,,,1347,918,428,105.00,256.00,2.14,2009
ULTJ,,,,1733,538,1192,127.00,413.00,0.45,2009
BATI,,,,400,276,123,-75.00,1869.00,2.24,2009
GGRM,,,,27231,8848,18302,5207.00,9512.00,0.48,2009
HMSP,,,,17716,7251,10462,7298.00,2387.00,0.69,2009
RMBA,,,,4303,2547,1755,265.00,261.00,1.45,2009
SQBB,,,,319,55,263,190.00,28426.00,0.21,2009
SQBI,,,,319,55,263,190.00,271037.00,0.21,2009
DVLA,,,,784,229,555,119.00,991.00,0.41,2009
INAF,,,,728,429,299,46.00,96.00,1.44,2009
KLBF,,,,6482,1692,4310,1566.00,424.00,0.39,2009
KAEF,,,,1563,567,995,112.00,179.00,0.57,2009
MERK,,,,434,80,354,201.00,15812.00,0.23,2009
PYFA,,,,100,27,73,7.00,136.00,0.37,2009
SCPI,,,,206,187,20,36.00,5463.00,9.49,2009
TSPC,,,,3263,820,2409,446.00,535.00,0.34,2009
TCID,,,,995,114,881,185.00,4381.00,0.13,2009
MRAT,,,,366,49,316,42.00,739.00,0.16,2009
UNVR,,,,7485,3776,3703,4215.00,485.00,1.02,2009
KICI,,,,84,24,61,-4.00,440.00,0.39,2009
KDSI,,,,551,312,239,33.00,589.00,1.31,2009
LMPI,,,,541,142,399,18.00,396.00,0.36,2009
ASRI,,,,3560,1625,1927,111.00,108.00,0.84,2009
ELTY,,,,11593,5794,4643,167.00,233.00,1.25,2009
BAPA,,,,135,68,67,16.00,103.00,1.01,2009
BIPP,,,,195,95,99,5.00,60.00,0.96,2009
BMSR,,,,781,292,488,6.00,421.00,0.60,2009
BKDP,,,,861,228,633,-6.00,105.00,0.36,2009
BCIP,,,,167,32,135,15.00,112.00,0.24,2009
BSDE,,,,4593,2253,2340,456.00,214.00,0.96,2009
CTRA,,,,8554,1593,4647,284.00,613.00,0.34,2009
CTRP,,,,3652,217,3312,111.00,539.00,0.07,2009
CTRS,,,,2269,669,1458,63.00,737.00,0.46,2009
CKRA,,,,1300,65,1224,-6.00,242.00,0.05,2009
COWL,,,,208,76,131,22.00,174.00,0.58,2009
SCBD,,,,3803,1485,1552,661.00,467.00,0.96,2009
DART,,,,3213,2548,666,133.00,233.00,3.83,2009
DUTI,,,,4430,1527,2479,303.00,1340.00,0.62,2009
FMII,,,,307,23,242,-1.00,151.00,0.09,2009
KPIG,,,,2088,261,1827,4.30,518.00,0.14,2009
GMTD,,,,306,201,105,17.00,1029.00,1.92,2009
OMRE,,,,745,444,301,26.00,173.00,1.47,2009
DILD,,,,2140,953,1154,61.00,371.00,0.83,2009
JRPT,,,,2585,1171,1351,231.00,491.00,0.87,2009
JIHD,,,,5137,2605,1491,647.00,773.00,1.75,2009
KIJA,,,,3194,1588,1606,47.00,117.00,0.99,2009
LCGP,,,,182,24,158,-1.51,112.00,0.15,2009
LAMI,,,,610,410,187,35.00,162.00,2.20,2009
LPCK,,,,1551,1053,498,96.00,716.00,2.11,2009
LPKR,,,,12128,6839,4887,481.00,282.00,1.40,2009
MKPI,,,,1664,538,1126,328.00,1187.00,0.48,2009
MDLN,,,,1771,727,1044,66.00,341.00,0.70,2009
PTRA,,,,544,346,198,-1.00,34.00,1.74,2009
PWON,,,,3477,2231,1151,205.00,115.00,1.94,2009
PWSI,,,,275,611,-336,-2.30,-4078.00,-1.82,2009
GPRA,,,,1323,748,561,58.00,175.00,1.33,2009
RBMS,,,,119,5,114,-0.46,348.00,0.05,2009
RODA,,,,1494,180,1300,-16.00,96.00,0.14,2009
BKSL,,,,2784,500,2282,22.00,228.00,0.22,2009
SMRA,,,,4460,2735,1718,318.00,267.00,1.59,2009
SIIP,,,,1638,800,829,-7.00,197.00,0.96,2009
SMDM,,,,2048,531,1024,4.00,256.00,0.52,2009
ADHI,,,,5629,4889,731,537.00,406.00,6.69,2009
DGIK,,,,1495,577,916,127.00,165.00,0.63,2009
JKON,,,,1539,864,664,191.00,226.00,1.30,2009
PTPP,,,,4126,3578,548,368.00,0.00,6.53,2009
SSIA,,,,2235,1417,758,86.00,644.00,1.87,2009
TOTL,,,,1290,798,492,92.00,179.00,1.62,2009
WIKA,,,,5701,4065,1533,485.00,262.00,2.65,2009
LAPD,,,,1326,649,408,61.00,103.00,1.59,2009
PGAS,,,,28670,15893,11732,7676.00,484.00,1.35,2009
CMNP,,,,2794,1260,1485,293.00,742.00,0.85,2009
JSMR,,,,16174,8429,7183,1516.00,1056.00,1.17,2009
META,,,,1233,874,318,62.00,31.00,2.75,2009
BTEL,,,,11436,6399,5037,288.00,177.00,1.27,2009
EXCL,,,,27380,18577,8803,2464.00,1035.00,2.11,2009
ISAT,,,,55041,36753,17958,3213.00,3305.00,2.05,2009
INVS,,,,186,69,117,2.00,127.00,0.59,2009
FREN,,,,4757,3964,793,-676.00,24.00,5.00,2009
TLKM,,,,97560,47637,38990,22603.00,1934.00,1.22,2009
APOL,,,,6772,5960,774,143.00,258.00,7.70,2009
BLTA,,,,23563,17731,5832,942.00,975.00,3.04,2009
CMPP,,,,68,37,26,-8.70,480.00,1.44,2009
HITS,,,,2165,837,1296,-64.00,278.00,0.65,2009
IATA,,,,562,376,187,-13.00,80.30,2.01,2009
MIRA,,,,9270,10687,-1519,560.00,-383.40,-7.04,2009
WEHA,,,,155,82,72,13.00,167.00,1.14,2009
TMAS,,,,1609,1280,329,-37.00,288.00,3.89,2009
RIGS,,,,963,341,622,42.00,1021.00,0.55,2009
RAJA,,,,70,0,69,0.30,102.00,0.00,2009
SMDR,,,,5778,3326,1737,22.00,10604.00,1.92,2009
SAFE,,,,116,188,-73,11.00,-186.00,-2.58,2009
TRAM,,,,1615,445,1098,108.00,126.00,0.41,2009
ZBRA,,,,71,33,37,-10.00,57.00,0.88,2009
INDY,,,,11684,6339,5332,191.00,1024.00,1.19,2009
RINA,,,,105,7,98,1.00,121.00,0.07,2009
TOWR,,,,6877,5761,1115,568.00,0.00,5.17,2009
TRUB,,,,6601,4538,1958,69.00,124.00,2.32,2009
AGRO,,,,2982,2634,348,11.00,102.00,7.57,2009
INPC,,,,15432,14469,963,64.00,112.00,15.02,2009
BBKP,,,,37173,34632,2537,526.00,443.00,13.65,2009
BNBA,,,,2403,1989,415,41.00,179.00,4.80,2009
BABP,,,,7006,6466,540,10.00,108.00,11.98,2009
BACA,,,,3459,2955,505,29.00,112.00,5.86,2009
BBCA,,,,282392,254536,27857,8519.00,1130.00,9.14,2009
BCIC,,,,7531,6962,569,243.00,20.00,12.23,2009
BNGA,,,,107104,95828,11210,2052.00,468.00,8.55,2009
BDMN,,,,98598,82696,15806,2782.00,1884.00,5.23,2009
BAEK,,,,21592,19584,2008,450.00,752.00,9.75,2009
BEKS,,,,1426,1472,-47,-171.00,-57.00,-31.53,2009
SDRA,,,,2404,2150,254,52.00,169.00,8.48,2009
BNII,,,,60966,55539,5259,37.00,105.00,10.56,2009
BKSW,,,,2348,2169,178,8.00,285.00,12.15,2009
BMRI,,,,394617,359318,35109,10434.00,1674.00,10.23,2009
MAYA,,,,7630,6636,994,58.00,386.00,6.68,2009
MEGA,,,,39685,36281,3403,622.00,1070.00,10.66,2009
BBNI,,,,227497,208322,19144,3386.00,1253.00,10.88,2009
NISP,,,,37053,32915,4137,609.00,712.00,7.96,2009
BBNP,,,,3896,3527,369,44.00,1167.00,9.55,2009
PNBN,,,,77857,66210,10742,1341.00,446.00,6.16,2009
BNLI,,,,56010,51107,4836,740.00,624.00,10.57,2009
BBRI,,,,316947,289690,27257,8561.00,2210.00,10.63,2009
BSWD,,,,1537,1235,302,50.00,348.00,4.08,2009
BBTN,,,,58516,53055,5462,739.00,627.00,9.71,2009
BTPN,,,,22272,20234,2038,635.00,2159.00,9.93,2009
BVIC,,,,7359,6730,629,63.00,163.00,10.69,2009
MCOR,,,,2799,2497,301,22.00,110.00,8.29,2009
ADMF,,,,4330,1677,2652,1658.00,2652.00,0.63,2009
BPFI,,,,230,104,126,22.00,126.00,0.83,2009
BFIN,,,,2393,859,1534,392.00,2018.00,0.56,2009
BBLD,,,,1371,497,873,59.00,608.00,0.57,2009
DKFT,,,,16,12,4,-6.00,38.00,2.95,2009
CFIN,,,,1771,459,1312,202.00,504.00,0.35,2009
DEFI,,,,40,0,39,-6.00,583.00,0.01,2009
INCF,,,,44,34,10,-1.00,205.00,3.44,2009
MFIN,,,,2058,1585,473,148.00,357.00,3.35,2009
TRUS,,,,188,74,113,11.00,283.00,0.66,2009
VRNA,,,,643,509,135,23.00,135.00,3.77,2009
WOMF,,,,2573,2236,336,93.00,168.00,6.65,2009
AKSI,,,,95,23,73,1.00,101.00,0.32,2009
HADE,,,,346,201,145,-21.00,68.00,1.39,2009
OCAP,,,,48,21,27,-3.00,99.00,0.78,2009
KREN,,,,478,350,128,15.00,220.00,2.73,2009
PEGE,,,,205,96,108,8.00,177.00,0.89,2009
PANS,,,,1031,594,435,167.00,604.00,1.37,2009
RELI,,,,572,369,202,58.00,224.00,1.83,2009
TRIM,,,,938,576,362,38.00,99.00,1.59,2009
YULE,,,,59,10,50,-1.78,195.00,0.19,2009
ABDA,,,,518,394,124,28.00,449.00,3.18,2009
ASBI,,,,187,100,87,-4.00,501.00,1.14,2009
ASDM,,,,263,150,113,7.00,589.00,1.33,2009
AHAP,,,,101,48,53,6.00,106.00,0.91,2009
ASJT,,,,178,78,100,11.00,333.00,0.78,2009
AMAG,,,,506,235,272,52.00,223.00,0.86,2009
ASRM,,,,364,237,127,31.00,1589.00,1.87,2009
LPGI,,,,616,133,484,22.00,3223.00,0.27,2009
MREI,,,,338,195,142,39.00,367.00,1.37,2009
PNIN,,,,8101,2541,3195,607.00,785.00,0.80,2009
PNLF,,,,7079,2283,4796,470.00,199.00,0.48,2009
ARTA,,,,193,59,134,3.00,301.00,0.44,2009
BCAP,,,,1055,675,379,86.00,303.00,1.78,2009
MTFN,,,,220,198,20,1.00,27.00,9.90,2009
GSMF,,,,1632,1104,463,22.00,89.00,2.38,2009
LPPS,,,,428,169,259,-4.00,117.00,0.65,2009
LPPF,,,,1524,1285,239,-21.00,82.00,5.38,2009
APIC,,,,173,28,101,5.70,721.00,0.28,2009
SMMA,,,,19700,16103,3597,767.00,582.00,4.48,2009
TMPI,,,,1379,311,1056,-17.00,192.00,0.29,2009
AIMS,,,,183,162,21,2.60,189.00,7.78,2009
AKRA,,,,6059,3832,1741,540.00,555.00,2.20,2009
OKAS,,,,1006,594,140,146.00,112.00,4.25,2009
ASIA,,,,75,27,49,10.00,21.00,0.56,2009
CLPI,,,,219,104,115,46.00,376.00,0.90,2009
KARK,,,,777,350,365,25.00,217.00,0.96,2009
DSSA,,,,5214,2173,3039,257.00,3944.00,0.72,2009
EPMT,,,,2986,1382,1603,484.00,703.00,0.86,2009
FISH,,,,557,407,151,-12.00,314.00,2.70,2009
HEXA,,,,2033,1218,815,280.00,970.00,1.50,2009
INTD,,,,35,72,-37,-3.00,-1225.00,-1.95,2009
INTA,,,,1040,682,357,107.00,827.00,1.91,2009
LTLS,,,,3081,2125,763,137.00,979.00,2.78,2009
SDPC,,,,268,179,89,30.00,123.00,2.00,2009
MDRN,,,,773,444,329,16.00,515.00,1.35,2009
MICE,,,,291,39,227,44.00,378.00,0.17,2009
KONI,,,,93,71,22,1.00,291.00,3.22,2009
SUGI,,,,38,1,37,-2.00,92.00,0.01,2009
TGKA,,,,1466,1068,392,87.00,426.00,2.73,2009
TIRA,,,,202,119,79,20.00,1337.00,1.51,2009
TRIL,,,,271,30,241,5.00,200.00,0.12,2009
TURI,,,,1771,770,1000,118.00,717.00,0.77,2009
UNTR,,,,24405,10454,13844,5169.00,4161.00,0.76,2009
WAPO,,,,207,125,82,10.00,158.00,1.52,2009
WICO,,,,218,146,73,-13.00,57.00,2.00,2009
ACES,,,,971,103,868,178.00,506.00,0.12,2009
ALFA,,,,673,361,312,-75.00,668.00,1.15,2009
CSAP,,,,1386,904,437,49.00,151.00,2.07,2009
HERO,,,,2830,1904,927,255.00,2813.00,2.05,2009
KOIN,,,,535,416,119,17.00,140.00,3.50,2009
MPPA,,,,10560,6999,3467,504.00,734.00,2.02,2009
MTSM,,,,98,21,77,1.00,1315.00,0.28,2009
MAPI,,,,3379,2091,1288,308.00,776.00,1.62,2009
RALS,,,,3209,737,2473,367.00,350.00,0.30,2009
RIMO,,,,17,30,-13,-30.00,-40.00,-2.25,2009
SONA,,,,504,316,187,46.00,566.00,1.69,2009
AMRT,,,,2860,1969,891,210.00,260.00,2.21,2009
TRIO,,,,1949,1261,687,259.00,154.00,1.83,2009
TKGA,,,,102,98,4,4.00,79.00,23.64,2009
ANTA,,,,360,237,123,17.00,217.00,1.92,2009
BAYU,,,,204,115,89,4.00,253.00,1.29,2009
PDES,,,,171,61,108,5.00,151.00,0.57,2009
SMMT,,,,19,28,-10,-0.20,-121.00,-2.93,2009
FAST,,,,1041,402,639,225.00,1432.00,0.63,2009
GMCW,,,,17,10,7,3.00,111.00,1.59,2009
HOME,,,,184,74,110,-5.00,91.00,0.67,2009
SHID,,,,711,417,293,-10.00,262.00,1.42,2009
INPP,,,,127,5,122,0.30,77.00,0.04,2009
ICON,,,,12,9,3,-2.00,12.00,3.15,2009
JSPT,,,,2598,1213,1057,212.00,456.00,1.15,2009
MAMI,,,,618,37,581,5.00,332.00,0.06,2009
MAMIP,,,,618,37,581,5.00,96826.00,0.06,2009
PANR,,,,486,255,160,29.00,133.00,1.59,2009
PSAB,,,,15,9,6,-0.30,190.00,1.60,2009
PGLI,,,,42,6,36,1.00,75.00,0.17,2009
PJAA,,,,1529,561,967,186.00,605.00,0.58,2009
PTSP,,,,91,69,17,16.00,77.00,4.07,2009
PLIN,,,,4432,2648,1686,296.00,475.00,1.57,2009
PNSE,,,,290,147,115,93.00,886.00,1.28,2009
PUDP,,,,266,54,211,4.60,755.00,0.25,2009
PSKT,,,,29,8,21,1.10,254.00,0.37,2009
ABBA,,,,230,66,151,7.00,106.00,0.44,2009
EMTK,,,,3765,1149,2407,492.00,0.00,0.48,2009
KBLV,,,,1611,1333,278,65.00,335.00,4.79,2009
FORU,,,,230,133,97,9.00,209.00,1.37,2009
IDKM,,,,1158,858,290,171.00,143.00,2.95,2009
JTPE,,,,160,72,88,37.00,249.00,0.82,2009
MNCN,,,,7641,2755,4286,607.00,312.00,0.64,2009
LPLI,,,,957,90,867,-134.00,741.00,0.10,2009
SCMA,,,,2360,964,1396,477.00,730.00,0.69,2009
TMPO,,,,138,66,71,7.00,98.00,0.93,2009
ASGR,,,,775,394,381,113.00,282.00,1.03,2009
CENT,,,,103,14,83,-1.00,145.00,0.17,2009
DNET,,,,17,2,15,0.20,81.00,0.16,2009
INDX,,,,43,16,27,0.20,100.00,0.59,2009
ITTG,,,,28,43,-14,-10.00,-36.00,-3.03,2009
LMAS,,,,217,160,35,2.00,44.00,4.59,2009
MTDL,,,,1059,654,320,128.00,157.00,2.04,2009
MYOH,,,,7,6,1,0.04,1.00,6.25,2009
ALKA,,,,135,100,35,11.00,344.00,2.86,2009
BNBR,,,,27382,18212,5008,702.00,53.00,3.64,2009
BHIT,,,,17109,6731,4832,753.00,668.00,1.39,2009
BMTR,,,,13481,4245,7051,710.00,512.00,0.60,2009
MLPL,,,,11868,8426,1586,545.00,234.00,5.31,2009
POOL,,,,140,17,122,9.00,1221.00,0.14,2009
PLAS,,,,226,48,160,11.00,135.00,0.30,2009
GEMA,,,,320,259,60,36.00,189.00,4.29,2009
BISI,,,,1363,148,1160,186.00,387.00,0.13,2010
AALI,,,,8792,1335,7212,2999.00,4580.00,0.19,2010
UNSP,,,,18502,9955,8318,850.00,614.00,1.20,2010
BWPT,,,,2655,1526,1129,371.00,280.00,1.35,2010
GZCO,,,,2096,866,1171,151.00,234.00,0.74,2010
LSIP,,,,5561,1007,4554,1400.00,3337.00,0.22,2010
SGRO,,,,2876,717,2132,656.00,1128.00,0.34,2010
SMAR,,,,12476,6642,5830,1667.00,2030.00,1.14,2010
TBLA,,,,3651,2410,1234,350.00,261.00,1.95,2010
CPDW,,,,39,34,6,-7.00,167.00,5.87,2010
MBAI,,,,1150,458,692,340.00,9228.00,0.66,2010
CPRO,,,,8433,5849,2575,-351.00,64.00,2.27,2010
DSFI,,,,146,125,21,7.00,12.00,5.83,2010
IIKP,,,,406,2,404,-4.00,120.00,0.00,2010
BTEK,,,,80,5,75,-7.00,68.00,0.07,2010
ADRO,,,,40601,21970,18576,6774.00,581.00,1.18,2010
ATPK,,,,147,60,87,-10.00,104.00,0.70,2010
BYAN,,,,8372,5334,2939,1308.00,882.00,1.81,2010
BRAU,,,,16645,12966,3196,2819.00,92.00,4.06,2010
BORN,,,,8524,1946,6578,1015.00,372.00,0.30,2010
BUMI,,,,78765,58903,14524,9864.00,699.00,4.06,2010
DEWA,,,,4152,1120,3020,47.00,138.00,0.37,2010
DOID,,,,7637,7501,136,1038.00,20.00,55.16,2010
GTBO,,,,440,187,254,-2.00,101.00,0.74,2010
HRUM,,,,3470,925,2299,1143.00,851.00,0.40,2010
ITMG,,,,9783,3310,6473,3258.00,5729.00,0.51,2010
PKPK,,,,468,275,193,28.00,321.00,1.43,2010
PTRO,,,,1998,914,1083,344.00,10742.00,0.84,2010
KKGI,,,,527,220,307,221.00,307.00,0.72,2010
PTBA,,,,8723,2281,6367,2304.00,2763.00,0.36,2010
BIPI,,,,4697,1324,3326,-30.00,111.00,0.40,2010
ELSA,,,,3679,1728,1937,134.00,265.00,0.89,2010
ENRG,,,,11762,5875,5855,191.00,144.00,1.00,2010
MEDC,,,,20452,13137,7057,1028.00,2118.00,1.86,2010
RUIS,,,,595,381,214,45.00,278.00,1.78,2010
ARTI,,,,1368,573,794,62.00,507.00,0.72,2010
ANTM,,,,12311,2710,9580,1947.00,1004.00,0.28,2010
DKFT,,,,27,27,0,-5.00,4.00,60.22,2010
CITA,,,,1425,625,635,212.00,189.00,0.98,2010
INCO,,,,19664,4582,15082,5354.00,1518.00,0.30,2010
TINS,,,,5881,1678,4203,1311.00,835.00,0.40,2010
CNKO,,,,1213,486,727,107.00,171.00,0.67,2010
CTTH,,,,200,125,75,10.00,61.00,1.66,2010
MITI,,,,115,79,36,6.00,14.00,2.24,2010
SMCB,,,,10437,3611,6823,1333.00,890.00,0.53,2010
INTP,,,,15346,2246,13077,4020.00,3552.00,0.17,2010
SMGR,,,,15563,3423,12006,4489.00,2024.00,0.29,2010
ARNA,,,,873,458,409,147.00,223.00,1.12,2010
AMFG,,,,2373,530,1843,425.00,4246.00,0.29,2010
IKAI,,,,644,304,337,-14.00,515.00,0.90,2010
KIAS,,,,1266,1043,194,69.00,23.00,5.37,2010
MLIA,,,,4532,5018,-485,164.00,-367.00,-10.34,2010
TOTO,,,,1092,461,631,259.00,12738.00,0.73,2010
ALKA,,,,159,120,39,8.00,384.00,3.08,2010
ALMI,,,,1504,998,506,100.00,1642.00,1.97,2010
BTON,,,,90,17,73,12.00,407.00,0.23,2010
CTBN,,,,2457,1443,1006,266.00,1258.00,1.43,2010
GDST,,,,1075,429,646,206.00,79.00,0.66,2010
INAI,,,,389,309,80,40.00,503.00,3.88,2010
ITMA,,,,12,8,4,-3.00,125.00,1.92,2010
JKSW,,,,290,670,-380,1.70,-2535.00,-1.76,2010
JPRS,,,,411,111,300,38.00,400.00,0.37,2010
KRAS,,,,17584,8159,9294,993.00,589.00,0.88,2010
LION,,,,304,44,260,47.00,4997.00,0.17,2010
LMSH,,,,78,31,47,11.00,4873.00,0.67,2010
PICO,,,,570,395,176,53.00,309.00,2.25,2010
NIKL,,,,918,430,487,77.00,193.00,0.88,2010
TBMS,,,,1239,1120,119,28.00,6500.00,9.38,2010
BRPT,,,,16015,8146,5859,576.00,839.00,1.39,2010
BUDI,,,,1968,1166,763,135.00,202.00,1.53,2010
DPNS,,,,176,48,121,8.00,365.00,0.40,2010
EKAD,,,,204,79,107,37.00,191.00,0.74,2010
ETWA,,,,533,230,302,36.00,312.00,0.76,2010
SRSN,,,,364,136,228,23.00,38.00,0.59,2010
INCI,,,,134,6,128,-18.00,710.00,0.04,2010
SOBI,,,,1657,899,697,150.00,762.00,1.29,2010
TPIA,,,,3003,953,2050,465.00,2815.00,0.46,2010
UNIC,,,,2277,1036,1212,59.00,3161.00,0.85,2010
AKKU,,,,28,14,15,-3.00,64.00,0.91,2010
AKPI,,,,1298,609,689,96.00,1013.00,0.88,2010
APLI,,,,335,105,229,21.00,153.00,0.46,2010
BRNA,,,,551,327,201,61.00,1459.00,1.62,2010
DYNA,,,,1552,969,506,174.00,1609.00,1.91,2010
IPOL,,,,2219,1124,1062,278.00,165.00,1.06,2010
IGAR,,,,347,54,240,55.00,229.00,0.23,2010
SIAP,,,,151,52,78,12.00,130.00,0.66,2010
SIMA,,,,50,39,11,-9.00,119.00,3.59,2010
FPNI,,,,2932,1655,1277,-146.00,229.00,1.30,2010
TRST,,,,2030,792,1238,178.00,441.00,0.64,2010
YPAS,,,,201,69,131,34.00,197.00,0.53,2010
CPIN,,,,6518,2036,4458,2761.00,271.00,0.46,2010
JPFA,,,,6980,3493,3074,1576.00,1484.00,1.14,2010
MAIN,,,,966,710,258,259.00,761.00,2.75,2010
SIPD,,,,2056,823,1233,140.00,131.00,0.67,2010
SULI,,,,1956,1600,356,-127.00,144.00,4.50,2010
TIRT,,,,577,444,133,0.00,132.00,3.33,2010
FASW,,,,4495,2684,1811,512.00,731.00,1.48,2010
INKP,,,,53196,35176,18018,1713.00,3293.00,1.95,2010
KBRI,,,,786,151,634,-17.00,80.00,0.24,2010
